title,authors_x,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,authors_y,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult
To Kill a Mockingbird,Harper Lee,4.27,en-US,323,271,34,10/17/2006,"[{'author_id': '1825', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,eng,64,13562,141,2/2/1996,"[{'author_id': '1831', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,eng,416,2161,50,8/1/2005,"[{'author_id': '1831', 'role': ''}, {'author_id': '3850976', 'role': 'Contributor'}]",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
The Bostonians,Henry James/R.D. Gooder,3.59,eng,504,85,12,7/23/1998,"[{'author_id': '159', 'role': ''}, {'author_id': '62578', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,eng,504,168559,2365,1/30/2003,"[{'author_id': '1838', 'role': ''}, {'author_id': '267866', 'role': 'Translator'}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,eng,465,257,22,7/9/1998,"[{'author_id': '1838', 'role': ''}, {'author_id': '73691', 'role': 'Translator'}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,enm,1254,792,59,4/7/2005,"[{'author_id': '1838', 'role': ''}, {'author_id': '18419', 'role': 'Editor'}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.8,eng,530,73,5,12/31/1977,"[{'author_id': '1838', 'role': ''}, {'author_id': '826613', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Love Visions,Geoffrey Chaucer/Brian Stone,3.61,eng,272,70,6,5/26/1983,"[{'author_id': '1838', 'role': ''}, {'author_id': '128362', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,enm,1327,7760,152,12/12/1987,"[{'author_id': '1838', 'role': ''}, {'author_id': '12187', 'role': 'Editor'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,eng,611,70,8,5/26/1977,"[{'author_id': '1838', 'role': ''}, {'author_id': '875213', 'role': 'Editor, Translator, Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Salt: A World History,Mark Kurlansky,3.74,eng,484,50335,3012,1/28/2003,"[{'author_id': '1847', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.2,eng,32,1178,173,11/1/2003,"[{'author_id': '1851', 'role': ''}, {'author_id': '21345', 'role': 'Illustrator'}, {'author_id': '1850', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Book of Salt,Monique Truong,3.52,eng,261,4411,629,6/15/2004,"[{'author_id': '1852', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,eng,627,856,105,7/17/1989,"[{'author_id': '5769580', 'role': ''}, {'author_id': '63442', 'role': 'Translator'}, {'author_id': '14542840', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The Years of Rice and Salt,Kim Stanley Robinson,3.73,eng,763,9344,995,6/3/2003,"[{'author_id': '1858', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,eng,288,9254,194,1/13/1969,"[{'author_id': '1860', 'role': ''}, {'author_id': '12806', 'role': 'Editor'}, {'author_id': '400477', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,eng,288,39,5,11/1/2006,"[{'author_id': '419109', 'role': ''}, {'author_id': '1862', 'role': ''}, {'author_id': '25415', 'role': 'Introduction'}]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snow Falling On Cedars,David Guterson,3.83,eng,404,588,46,10/21/1999,"[{'author_id': '1873', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,eng,331,52028,2513,8/1/1997,"[{'author_id': '1881', 'role': ''}]",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,en-US,480,1397,128,5/10/1999,"[{'author_id': '3226007', 'role': ''}, {'author_id': '5773339', 'role': 'Foreword'}]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Microserfs,Douglas Coupland,3.88,eng,371,442,38,1/1/2008,"[{'author_id': '1886', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,eng,336,6599,635,5/8/1997,"[{'author_id': '1895', 'role': ''}, {'author_id': '178984', 'role': 'Foreword'}, {'author_id': '829', 'role': 'Foreword'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
A People's History of the United States,Howard Zinn,4.08,eng,729,167321,4711,8/2/2005,"[{'author_id': '1899', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Graphic Design: A Concise History (World of Art),Richard Hollis,4.0,en-US,232,675,12,5/17/2002,"[{'author_id': '467', 'role': ''}]",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.0,eng,272,206,9,10/21/1996,"[{'author_id': '1917', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,57011,3332,10/17/2006,"[{'author_id': '235', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,eng,337,6368,321,10/1/2000,"[{'author_id': '1934', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Passionate Minds,David Bodanis,4.1,en-US,373,717,112,10/10/2006,"[{'author_id': '1934', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,eng,303,448,18,12/1/2002,"[{'author_id': '1935', 'role': ''}, {'author_id': '10535', 'role': 'Foreword by'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,eng,307,3976,163,11/1/1985,"[{'author_id': '106', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,eng,320,496,48,3/19/2002,"[{'author_id': '106', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,eng,64,367,38,9/30/1990,"[{'author_id': '106', 'role': ''}, {'author_id': '47882', 'role': 'Illustrator'}]",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,eng,48,235,4,3/7/2000,"[{'author_id': '106', 'role': ''}, {'author_id': '2548', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,en-CA,246,5236,506,1/1/1984,"[{'author_id': '106', 'role': ''}]",0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,eng,204,388,23,4/22/1999,"[{'author_id': '1938', 'role': ''}, {'author_id': '54399', 'role': 'Editor'}, {'author_id': '54398', 'role': 'Editor, Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,en-US,320,843,42,5/7/1990,"[{'author_id': '1938', 'role': ''}, {'author_id': '1777048', 'role': 'Translator'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,en-US,160,10147,301,11/27/2003,"[{'author_id': '1938', 'role': ''}, {'author_id': '12398', 'role': 'Editor'}, {'author_id': '319857', 'role': 'Translator'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,eng,512,3664,58,3/6/1997,"[{'author_id': '1244', 'role': ''}, {'author_id': '1948', 'role': 'Afterword'}, {'author_id': '130289', 'role': 'Introduction'}]",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Bridge to Terabithia,Katherine Paterson/Donna Diamond,4.0,en-US,191,1811,152,7/1/2008,"[{'author_id': '1949', 'role': ''}, {'author_id': '200217', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bread and Roses  Too,Katherine Paterson,3.76,eng,275,2018,294,9/4/2006,"[{'author_id': '1949', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
The Invisible Child,Katherine Paterson,4.27,eng,266,99,27,12/31/2001,"[{'author_id': '1949', 'role': ''}]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,eng,186,1771,99,9/15/1998,"[{'author_id': '68189', 'role': ''}, {'author_id': '27112', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Girl with a Pearl Earring,Tracy Chevalier,3.88,eng,233,1162,127,9/30/2003,"[{'author_id': '1973', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Burning Bright,Tracy Chevalier,3.36,eng,320,10919,1113,3/20/2007,"[{'author_id': '1973', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Falling Angels,Tracy Chevalier,3.58,eng,336,20321,1214,9/24/2002,"[{'author_id': '1973', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The Virgin Blue,Tracy Chevalier,3.66,eng,304,26029,1588,6/24/2003,"[{'author_id': '1973', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Bleach  Volume 15,Tite Kubo,4.42,eng,208,19945,76,10/3/2006,"[{'author_id': '1977', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bleach  Volume 01,Tite Kubo,4.22,eng,200,140403,1063,5/19/2004,"[{'author_id': '1977', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Bleach  Volume 14,Tite Kubo,4.38,eng,208,10356,79,8/1/2006,"[{'author_id': '1977', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bleach  Volume 11,Tite Kubo,4.36,eng,208,8773,84,2/7/2006,"[{'author_id': '1977', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bleach  Volume 12,Tite Kubo,4.36,eng,208,8948,86,4/4/2006,"[{'author_id': '1977', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,jpn,195,227,38,4/2/2004,"[{'author_id': '5502079', 'role': ''}, {'author_id': '15577045', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba/Takeshi Obata,4.39,jpn,204,452,13,11/11/2004,"[{'author_id': '5502079', 'role': ''}, {'author_id': '15577045', 'role': 'Illustrator'}]",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba/Takeshi Obata,4.43,jpn,194,400,11,9/3/2004,"[{'author_id': '5502079', 'role': ''}, {'author_id': '15577045', 'role': 'Illustrator'}]",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,eng,255,1124,191,2/13/2001,"[{'author_id': '39402', 'role': ''}, {'author_id': '60286', 'role': 'Translator'}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,ger,321,9674,343,6/1/1994,"[{'author_id': '39402', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Pigeon,Patrick Süskind,3.68,eng,77,6254,423,6/29/1989,"[{'author_id': '39402', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,eng,128,2061,104,11/3/2003,"[{'author_id': '39402', 'role': ''}, {'author_id': '42102', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,jpn,189,41,3,1/5/2002,"[{'author_id': '1977', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,fre,192,54,4,7/2/2003,"[{'author_id': '1977', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
How Angel Peterson Got His Name,Gary Paulsen,3.93,eng,111,1177,218,8/10/2004,"[{'author_id': '18', 'role': ''}]",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,en-US,560,557,46,9/9/2003,"[{'author_id': '18', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,eng,272,5437,830,2/17/1995,"[{'author_id': '18', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Brian's Winter,Gary Paulsen,4.01,en-US,133,76,12,1/1/1996,"[{'author_id': '18', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,eng,320,209122,4131,6/12/2001,"[{'author_id': '2007', 'role': ''}, {'author_id': '3162937', 'role': 'Illustrator'}, {'author_id': '6765', 'role': 'Introduction'}]",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,eng,286,1507,142,3/27/2003,"[{'author_id': '2007', 'role': ''}, {'author_id': '320174', 'role': 'Introduction'}]",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,en-US,436,585,63,12/19/1994,"[{'author_id': '2007', 'role': ''}, {'author_id': '1679667', 'role': 'Editor'}]",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Robinson Crusoe,Daniel Defoe/Avi,3.67,eng,482,204,32,7/1/2001,"[{'author_id': '2007', 'role': ''}, {'author_id': '10105', 'role': 'Foreword by'}]",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Robinson Crusoe,Daniel Defoe,3.67,eng,288,311,18,7/14/2006,"[{'author_id': '2007', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,eng,733,577,36,1/26/1999,"[{'author_id': '2007', 'role': ''}, {'author_id': '419348', 'role': 'Editor'}, {'author_id': '7620704', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,eng,277,242,29,4/22/2003,"[{'author_id': '1244', 'role': ''}, {'author_id': '2018', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,eng,327,1049912,11391,12/31/2002,"[{'author_id': '1244', 'role': ''}, {'author_id': '22653', 'role': 'Introduction'}, {'author_id': '2022', 'role': 'Notes'}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,eng,368,144,17,5/6/2005,"[{'author_id': '1244', 'role': ''}, {'author_id': '2024', 'role': 'illustrator'}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,eng,244,687,37,8/14/2001,"[{'author_id': '1244', 'role': ''}, {'author_id': '8885', 'role': 'Introduction'}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,eng,656,185,18,10/17/2001,"[{'author_id': '1244', 'role': ''}, {'author_id': '3609', 'role': 'Editor'}, {'author_id': '2024', 'role': 'Illustrator'}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
The Wit and Wisdom of Mark Twain,Mark Twain,4.2,eng,64,970,53,12/23/1998,"[{'author_id': '1244', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,eng,221,513,71,10/18/2004,"[{'author_id': '1244', 'role': ''}, {'author_id': '3361595', 'role': 'Editor'}, {'author_id': '493453', 'role': 'Editor'}, {'author_id': '3851085', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,eng,848,5710,142,3/1/1984,"[{'author_id': '1244', 'role': ''}, {'author_id': '2028', 'role': 'Editor, Introduction by'}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,eng,508,2871,209,11/28/2000,"[{'author_id': '1244', 'role': ''}, {'author_id': '2028', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,eng,1050,207,10,10/15/1992,"[{'author_id': '1244', 'role': ''}, {'author_id': '11618', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Lost Horizon,James Hilton,3.92,eng,241,11892,955,6/15/2004,"[{'author_id': '2031', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,eng,282,715,44,6/1/2002,"[{'author_id': '1315', 'role': ''}, {'author_id': '1169097', 'role': 'Illustrations'}, {'author_id': '5398', 'role': 'Editor'}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,eng,361,1817,123,10/28/2003,"[{'author_id': '2042', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
The Secret Garden,Frances Hodgson Burnett,4.13,eng,331,764134,11796,9/1/1998,"[{'author_id': '2041', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,eng,281,1739,116,7/1/2003,"[{'author_id': '2041', 'role': ''}, {'author_id': '974993', 'role': 'Afterword'}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,eng,160,1653,76,3/1/2005,"[{'author_id': '652893', 'role': 'Abridged by'}, {'author_id': '2041', 'role': ''}, {'author_id': '360136', 'role': ''}, {'author_id': '433174', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,en-GB,288,517,13,1/30/2003,"[{'author_id': '2041', 'role': ''}, {'author_id': '2046', 'role': 'Editor, Introduction & Notes by'}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,eng,242,238192,4392,2/26/2002,"[{'author_id': '2041', 'role': ''}, {'author_id': '70772', 'role': 'Foreword'}]",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.8,eng,274,23,7,9/1/1994,"[{'author_id': '2050', 'role': ''}]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.3,eng,128,150,23,3/19/1999,"[{'author_id': '2051', 'role': ''}, {'author_id': '2041', 'role': ''}, {'author_id': '3851109', 'role': 'Illustrator'}]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,eng,448,5899,475,12/24/2003,"[{'author_id': '2056', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,eng,627,328,43,4/3/2007,"[{'author_id': '2056', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Black Rednecks and White Liberals,Thomas Sowell,4.38,eng,372,2579,301,6/1/2005,"[{'author_id': '2056', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,eng,256,1546,122,11/13/2003,"[{'author_id': '2056', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Knowledge And Decisions,Thomas Sowell,4.39,eng,422,766,47,10/4/1996,"[{'author_id': '2056', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,eng,304,1797,166,1/3/2002,"[{'author_id': '2056', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Alcoholics Anonymous,Alcoholics Anonymous,4.45,en-US,576,495,30,2/10/2002,"[{'author_id': '2914435', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,en-US,221,213,10,1/1/1993,"[{'author_id': '197055', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,en-US,240,39369,80,2/1/1990,"[{'author_id': '2088', 'role': ''}, {'author_id': '3232853', 'role': 'Editor'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Natural Health  Natural Medicine,Andrew Weil,4.11,en-US,448,580,41,12/9/2004,"[{'author_id': '4401376', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,eng,335,8624,409,5/5/2004,"[{'author_id': '447', 'role': ''}, {'author_id': '2617', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Complete Stories,Bernard Malamud/Robert Giroux,4.22,en-US,656,712,51,10/12/1998,"[{'author_id': '447', 'role': ''}, {'author_id': '505553', 'role': 'Editor, Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The Assistant,Bernard Malamud/Jonathan Rosen,3.89,en-US,246,8073,319,7/7/2003,"[{'author_id': '447', 'role': ''}, {'author_id': '77129', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,eng,248,662,50,9/18/2003,"[{'author_id': '447', 'role': ''}, {'author_id': '88386', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,eng,73,67,6,4/7/2004,"[{'author_id': '2099', 'role': 'Adapter'}, {'author_id': '2098', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Room with a View,E.M. Forster,3.91,eng,119,128596,3422,1/1/2005,"[{'author_id': '86404', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
